sbj,distractor,block,accurate,rt,first,AQ,SAS
11,1,2,1,1.8255,1,10,37
11,1,3,1,1.8117,1,10,37
11,1,1,1,2.7569,1,10,37
11,1,2,1,1.8144,0,10,37
11,1,3,1,2.1788,0,10,37
11,1,1,1,2.9719,0,10,37
11,1,2,1,4.0002,1,10,37
11,1,3,1,1.7753,1,10,37
11,1,1,1,3.0173,1,10,37
11,1,2,1,3.6644,0,10,37
11,1,3,1,2.2592,1,10,37
11,1,1,1,8.6307,0,10,37
11,1,2,1,2.5293,1,10,37
11,1,3,1,1.5024,0,10,37
11,0,1,1,2.8046,1,10,37
11,0,2,1,1.2814,0,10,37
11,0,3,1,1.9114,0,10,37
11,0,1,1,3.3473,0,10,37
11,0,2,1,2.8412,0,10,37
11,0,3,1,1.6694,0,10,37
11,1,1,1,3.2384,0,10,37
11,1,2,1,1.9662,0,10,37
11,1,3,1,1.1813,1,10,37
11,0,1,1,4.314,0,10,37
11,0,2,1,1.3852,1,10,37
11,0,3,1,1.8062,0,10,37
11,0,1,1,3.2258,0,10,37
11,0,2,1,2.3824,0,10,37
11,0,3,1,3.7259,1,10,37
11,0,1,1,1.9373,0,10,37
11,0,2,1,2.658,0,10,37
11,0,3,1,1.6893,0,10,37
11,1,1,1,6.896,1,10,37
11,1,2,1,9.1692,1,10,37
11,1,3,1,1.9134,0,10,37
11,0,1,1,7.6101,0,10,37
11,0,2,1,1.7863,1,10,37
11,0,3,1,2.2704,0,10,37
11,1,1,1,3.7129,1,10,37
11,1,2,1,2.8031,1,10,37
11,1,3,1,1.7773,0,10,37
11,0,1,1,8.3283,0,10,37
11,0,2,1,1.8561,0,10,37
11,0,3,1,1.5124,1,10,37
11,0,1,1,2.7112,0,10,37
11,0,2,1,2.9497,0,10,37
11,0,3,1,1.5531,0,10,37
11,1,1,1,5.8938,1,10,37
11,1,2,1,4.6633,1,10,37
11,1,3,1,2.3543,1,10,37
11,1,1,1,3.4722,0,10,37
11,1,2,1,1.3338,NaN,10,37
11,1,3,1,2.2562,1,10,37
11,0,1,1,3.954,0,10,37
11,0,2,1,5.1397,0,10,37
11,0,3,1,2.4467,0,10,37
11,0,1,1,6.8064,0,10,37
11,0,2,1,1.8156,0,10,37
11,0,3,1,1.7234,0,10,37
11,1,1,1,3.4007,0,10,37
11,1,2,1,2.1062,1,10,37
11,1,3,1,2.0088,1,10,37
11,1,1,1,3.801,1,10,37
11,1,2,1,1.4642,0,10,37
11,1,3,1,1.4203,0,10,37
11,0,1,1,6.1157,0,10,37
11,0,2,1,4.0671,0,10,37
11,0,3,1,1.7945,NaN,10,37
11,1,1,1,21.084,1,10,37
11,1,2,1,2.8973,0,10,37
11,1,3,1,3.0203,0,10,37
11,1,1,1,3.5453,0,10,37
11,1,2,1,2.4624,0,10,37
11,1,3,1,2.0152,0,10,37
11,1,1,1,3.144,0,10,37
11,1,2,1,2.7294,1,10,37
11,1,3,1,1.7089,1,10,37
11,1,1,1,4.3465,0,10,37
11,1,2,1,5.3493,0,10,37
11,1,3,1,1.7432,1,10,37
11,1,1,1,3.1392,0,10,37
11,1,2,1,1.5018,0,10,37
11,1,3,1,1.3703,1,10,37
11,0,1,1,3.5907,0,10,37
11,0,3,1,1.3914,0,10,37
11,1,1,1,2.6328,0,10,37
11,1,2,1,2.9063,0,10,37
11,1,3,1,2.3607,0,10,37
11,0,1,1,4.3234,0,10,37
11,0,2,1,1.7059,0,10,37
11,0,3,1,1.4203,1,10,37
11,0,1,1,2.5653,0,10,37
11,0,2,1,1.9915,0,10,37
11,0,3,1,1.2787,0,10,37
11,1,1,1,3.3914,1,10,37
11,1,2,1,2.4744,1,10,37
11,1,3,1,2.2905,0,10,37
11,1,1,1,4.077,0,10,37
11,1,2,1,2.0634,0,10,37
11,1,3,1,1.1933,0,10,37
11,1,1,1,3.1191,0,10,37
11,1,2,1,1.8561,0,10,37
11,1,3,1,1.7323,0,10,37
11,1,1,1,2.4472,0,10,37
11,1,2,1,2.096,0,10,37
11,1,3,1,2.3071,0,10,37
11,0,1,1,3.5073,1,10,37
11,0,2,1,2.5108,1,10,37
11,0,3,1,2.0119,0,10,37
11,1,1,1,4.279,0,10,37
11,1,2,1,5.7648,0,10,37
11,1,3,1,1.7303,0,10,37
11,1,1,1,3.4816,0,10,37
11,1,2,1,1.5474,0,10,37
11,1,3,1,1.6867,0,10,37
11,1,1,1,4.4179,1,10,37
11,1,2,1,1.6688,0,10,37
11,1,3,1,1.6105,0,10,37
11,0,1,1,2.8654,1,10,37
11,0,2,1,1.8528,0,10,37
11,0,3,1,1.5663,0,10,37
11,0,1,1,4.0439,0,10,37
11,0,2,1,2.5753,0,10,37
11,0,3,1,2.3143,0,10,37
11,0,1,1,4.8801,0,10,37
11,0,2,1,1.4391,0,10,37
11,0,3,1,1.5827,0,10,37
11,1,1,1,6.0369,0,10,37
11,1,2,1,2.1604,0,10,37
11,1,3,1,1.9452,1,10,37
11,1,1,1,2.7681,0,10,37
11,1,2,1,3.1882,1,10,37
11,1,3,1,1.993,0,10,37
11,0,1,1,2.9713,0,10,37
11,0,2,1,1.9973,0,10,37
11,0,3,1,2.1744,NaN,10,37
11,1,1,1,2.5033,0,10,37
11,1,2,1,1.882,0,10,37
11,1,3,1,1.4503,0,10,37
11,1,1,1,2.9545,0,10,37
11,1,2,1,1.8064,0,10,37
11,1,3,1,1.8784,0,10,37
11,1,2,1,9.8912,0,10,37
11,1,3,1,5.9943,0,10,37
11,0,1,1,3.0996,0,10,37
11,0,2,1,1.7544,0,10,37
11,0,3,1,1.5374,0,10,37
13,1,1,1,4.2144,1,27,29
13,1,2,1,3.5292,0,27,29
13,1,3,1,2.0934,0,27,29
13,1,1,1,4.7073,1,27,29
13,1,2,1,3.6984,0,27,29
13,1,3,1,2.6243,0,27,29
13,1,1,1,3.3202,NaN,27,29
13,1,2,1,2.2538,0,27,29
13,1,3,1,2.2154,NaN,27,29
13,1,1,1,3.6003,NaN,27,29
13,1,2,1,2.3415,0,27,29
13,1,3,1,2.0586,NaN,27,29
13,1,1,1,4.1223,NaN,27,29
13,1,2,1,3.6274,0,27,29
13,1,1,1,7.6921,0,27,29
13,1,2,1,4.6633,NaN,27,29
13,1,3,1,2.2801,NaN,27,29
13,1,1,1,3.0674,0,27,29
13,1,2,1,2.2753,0,27,29
13,1,3,1,3.2314,0,27,29
13,1,1,1,2.8908,1,27,29
13,1,2,1,2.4204,0,27,29
13,1,3,1,2.3222,0,27,29
13,1,1,1,4.4949,1,27,29
13,1,2,1,1.9621,1,27,29
13,1,3,1,1.9897,0,27,29
13,0,1,1,4.1015,0,27,29
13,0,2,1,2.2753,0,27,29
13,0,3,1,1.9981,0,27,29
13,1,1,1,4.0574,0,27,29
13,1,2,1,2.3364,0,27,29
13,1,3,1,2.2451,0,27,29
13,1,1,1,5.2311,0,27,29
13,1,2,1,4.494,0,27,29
13,1,3,1,4.614,0,27,29
13,0,1,1,3.6704,0,27,29
13,0,2,1,2.2952,NaN,27,29
13,0,3,1,1.9953,NaN,27,29
13,0,1,1,5.1321,1,27,29
13,0,2,1,1.9484,0,27,29
13,0,3,1,1.4832,1,27,29
13,0,1,1,6.3636,0,27,29
13,0,2,1,1.9554,0,27,29
13,0,3,1,4.2822,0,27,29
13,1,1,1,5.694,0,27,29
13,1,2,1,4.0973,0,27,29
13,1,3,1,2.1278,0,27,29
13,0,1,1,6.2723,0,27,29
13,0,2,1,3.0052,0,27,29
13,0,3,1,1.889,0,27,29
13,1,1,1,12.755,0,27,29
13,1,2,1,2.3753,0,27,29
13,1,3,1,1.7183,0,27,29
13,1,1,1,4.4868,1,27,29
13,1,2,1,2.96,0,27,29
13,1,3,1,2.5403,1,27,29
13,1,1,1,3.9834,0,27,29
13,1,2,1,2.2453,1,27,29
13,1,3,1,3.0714,0,27,29
13,1,1,1,2.6714,1,27,29
13,1,2,1,2.3272,NaN,27,29
13,1,3,1,2.1549,NaN,27,29
13,1,1,1,4.2723,0,27,29
13,1,2,1,6.0653,0,27,29
13,1,3,1,2.0954,0,27,29
13,1,1,1,8.4946,1,27,29
13,1,2,1,6.834,1,27,29
13,1,3,1,3.1253,NaN,27,29
13,0,1,1,4.3354,0,27,29
13,0,2,1,2.2061,NaN,27,29
13,0,3,1,2.3394,0,27,29
13,1,1,1,7.7083,1,27,29
13,1,2,1,2.173,0,27,29
13,1,3,1,1.6882,1,27,29
13,1,1,1,8.3293,0,27,29
13,1,2,1,2.3544,1,27,29
13,1,3,1,1.904,0,27,29
13,0,1,1,4.6513,0,27,29
13,0,2,1,3.3814,0,27,29
13,0,3,1,1.1823,0,27,29
13,0,1,1,5.1735,1,27,29
13,0,2,1,6.5476,0,27,29
13,0,3,1,1.5414,0,27,29
13,0,1,1,3.7409,1,27,29
13,0,2,1,2.7853,1,27,29
13,0,1,1,5.3,0,27,29
13,0,2,1,3.4807,0,27,29
13,0,3,1,1.6259,0,27,29
13,0,1,1,6.7993,0,27,29
13,0,2,1,4.0143,0,27,29
13,0,3,1,2.0053,0,27,29
13,0,1,1,9.0129,NaN,27,29
13,0,2,1,4.8993,0,27,29
13,0,3,1,2.2423,0,27,29
13,0,1,1,6.5425,1,27,29
13,0,2,1,1.796,0,27,29
13,0,3,1,2.129,0,27,29
13,1,1,1,8.4421,0,27,29
13,1,2,1,3.9412,0,27,29
13,1,3,1,3.5962,1,27,29
13,1,1,1,3.4452,1,27,29
13,1,2,1,6.1832,0,27,29
13,1,3,1,2.6403,1,27,29
13,0,1,1,4.7378,0,27,29
13,0,2,1,2.8051,0,27,29
13,0,3,1,2.3903,0,27,29
13,1,1,1,5.1303,0,27,29
13,1,2,1,3.0382,1,27,29
13,1,3,1,1.8045,0,27,29
13,1,1,1,6.2714,1,27,29
13,1,2,1,8.5602,0,27,29
13,1,3,1,4.5963,0,27,29
13,1,1,1,7.0664,0,27,29
13,1,2,1,1.7134,0,27,29
13,1,3,1,1.8754,0,27,29
13,0,1,1,7.9633,1,27,29
13,0,2,1,3.1157,1,27,29
13,0,3,1,1.9712,0,27,29
13,1,2,1,2.3588,0,27,29
13,1,3,1,1.5145,1,27,29
13,0,1,1,2.7421,1,27,29
13,0,2,1,2.5264,0,27,29
13,0,3,1,2.784,0,27,29
13,1,1,1,7.4554,1,27,29
13,1,2,1,2.8831,NaN,27,29
13,1,3,1,1.5452,NaN,27,29
13,1,1,1,5.737,1,27,29
13,1,2,1,2.715,1,27,29
13,1,3,1,2.3622,1,27,29
13,0,1,1,12.426,1,27,29
13,0,2,1,5.0172,0,27,29
13,0,3,1,3.2491,0,27,29
13,0,1,1,4.7573,0,27,29
13,0,2,1,5.5832,0,27,29
13,0,3,1,1.8263,0,27,29
13,1,1,1,3.5794,0,27,29
13,1,2,1,4.4783,0,27,29
13,1,3,1,3.8234,0,27,29
13,1,1,1,8.8234,0,27,29
13,1,2,1,4.9532,NaN,27,29
13,1,3,1,2.433,NaN,27,29
13,0,1,1,5.7565,0,27,29
13,0,2,1,4.8302,0,27,29
13,0,1,1,5.904,0,27,29
13,0,2,1,5.1983,0,27,29
13,0,3,1,3.6212,0,27,29
13,1,1,1,7.6433,0,27,29
13,0,1,1,9.9686,NaN,27,29
13,0,2,1,13.685,NaN,27,29
13,0,3,1,3.9443,1,27,29
13,0,1,1,5.7213,0,27,29
13,0,2,1,2.1964,0,27,29
13,0,3,1,4.0111,0,27,29
13,0,1,1,18.321,NaN,27,29
13,0,2,1,4.0411,0,27,29
13,0,3,1,2.8394,NaN,27,29
13,0,1,1,11.966,0,27,29
13,0,2,1,2.5423,1,27,29
13,0,3,1,1.6153,0,27,29
13,1,1,1,3.1424,NaN,27,29
13,1,2,1,1.5302,NaN,27,29
13,1,3,1,1.6004,0,27,29
13,0,1,1,12.518,0,27,29
13,0,2,1,2.6004,0,27,29
13,0,3,1,1.7286,0,27,29
13,1,1,1,4.133,1,27,29
13,1,2,1,2.2081,0,27,29
13,1,3,1,2.2463,0,27,29
13,1,1,1,4.1243,1,27,29
13,1,2,1,3.3511,1,27,29
13,1,3,1,1.5146,0,27,29
13,0,1,1,7.0031,0,27,29
13,0,2,1,2.9641,0,27,29
13,0,3,1,2.5565,0,27,29
13,0,1,1,15.797,0,27,29
13,0,2,1,2.6137,0,27,29
13,0,3,1,2.1785,0,27,29
13,0,1,1,9.6074,0,27,29
13,0,2,1,2.8897,1,27,29
13,0,3,1,5.3834,0,27,29
13,0,1,1,5.5813,0,27,29
13,0,2,1,2.3771,0,27,29
13,0,3,1,1.9053,0,27,29
13,1,1,1,4.9618,1,27,29
13,1,2,1,3.8993,1,27,29
13,1,3,1,2.1982,1,27,29
13,0,1,1,9.2974,NaN,27,29
13,0,2,1,1.5621,NaN,27,29
13,0,3,1,1.5612,1,27,29
13,0,1,1,5.6916,0,27,29
13,0,2,1,2.5684,NaN,27,29
13,0,3,1,1.458,0,27,29
13,0,1,1,4.0104,0,27,29
13,0,2,1,1.8861,0,27,29
13,0,3,1,2.6223,0,27,29
13,0,1,1,5.8683,0,27,29
13,0,2,1,6.2574,0,27,29
13,0,3,1,1.9335,0,27,29
13,1,1,1,4.1029,0,27,29
13,1,2,1,2.874,0,27,29
13,1,3,1,1.7124,0,27,29
13,1,1,1,3.3755,0,27,29
13,1,2,1,2.7374,0,27,29
13,1,3,1,3.1803,0,27,29
13,1,1,1,5.1664,0,27,29
13,1,2,1,3.4772,0,27,29
13,1,3,1,2.9857,0,27,29
13,0,1,1,6.0221,0,27,29
13,0,2,1,10.77,0,27,29
13,0,3,1,3.7423,0,27,29
13,0,1,1,10.478,1,27,29
13,0,2,1,4.8803,0,27,29
13,0,3,1,1.5806,0,27,29
13,1,1,1,4.7393,0,27,29
13,1,2,1,1.4538,1,27,29
13,1,3,1,1.6535,NaN,27,29
13,0,1,1,5.4404,0,27,29
13,0,2,1,2.5317,0,27,29
13,0,3,1,1.9901,0,27,29
13,0,1,1,3.145,NaN,27,29
13,0,2,1,1.8086,0,27,29
13,0,3,1,2.0723,0,27,29
13,0,1,1,9.7681,NaN,27,29
13,0,2,1,8.6451,0,27,29
13,0,3,1,6.2792,NaN,27,29
13,1,1,1,3.2753,1,27,29
13,1,2,1,2.0071,0,27,29
13,1,3,1,2.7691,0,27,29
14,0,1,1,17.142,0,23,40
14,0,2,1,6.5053,0,23,40
14,0,3,1,5.4124,1,23,40
14,1,1,1,19.305,0,23,40
14,1,2,1,2.2074,0,23,40
14,1,3,1,4.3103,0,23,40
14,1,1,1,9.6002,NaN,23,40
14,1,2,1,10.338,NaN,23,40
14,1,3,1,2.5581,0,23,40
14,1,1,1,5.7091,1,23,40
14,1,2,1,10.588,0,23,40
14,1,3,1,5.3498,0,23,40
14,1,3,1,10.919,0,23,40
14,1,1,1,4.5921,0,23,40
14,1,2,1,2.1455,0,23,40
14,1,3,1,4.1536,1,23,40
14,1,1,1,11.666,1,23,40
14,1,2,1,8.5281,0,23,40
14,1,3,1,4.2554,1,23,40
14,1,1,1,2.8404,0,23,40
14,1,2,1,3.999,0,23,40
14,1,3,1,1.5797,0,23,40
14,1,2,1,3.8083,0,23,40
14,1,3,1,16.57,0,23,40
14,1,1,1,7.304,0,23,40
14,1,2,1,9.2591,0,23,40
14,1,3,1,7.4894,1,23,40
14,0,1,1,11.646,0,23,40
14,0,2,1,2.978,1,23,40
14,0,3,1,1.3812,0,23,40
14,1,2,1,4.5079,0,23,40
14,1,3,1,1.9002,0,23,40
14,1,1,1,3.7361,1,23,40
14,1,2,1,2.2342,0,23,40
14,1,3,1,3.0463,0,23,40
14,0,1,1,5.5154,0,23,40
14,0,3,1,4.5723,0,23,40
14,0,1,1,3.3324,0,23,40
14,0,2,1,12.954,0,23,40
14,0,3,1,1.4292,0,23,40
14,0,1,1,5.6299,0,23,40
14,0,2,1,3.5939,0,23,40
14,1,1,1,6.616,1,23,40
14,1,2,1,1.173,0,23,40
14,1,3,1,2.6927,0,23,40
14,0,1,1,2.6688,0,23,40
14,0,2,1,3.2702,0,23,40
14,0,3,1,3.3499,0,23,40
14,1,1,1,16.909,0,23,40
14,1,2,1,3.6163,0,23,40
14,1,3,1,1.0371,0,23,40
14,1,1,1,9.1374,0,23,40
14,1,2,1,3.5422,1,23,40
14,1,3,1,3.1264,0,23,40
14,1,1,1,14.784,0,23,40
14,1,2,1,7.4932,0,23,40
14,1,3,1,6.7642,0,23,40
14,1,1,1,11.17,1,23,40
14,1,2,1,2.9953,0,23,40
14,1,3,1,2.9393,0,23,40
14,1,1,1,7.6113,1,23,40
14,1,2,1,15.091,1,23,40
14,1,3,1,10.363,1,23,40
14,0,1,1,4.011,0,23,40
14,0,2,1,2.6031,0,23,40
14,0,3,1,1.9964,0,23,40
14,1,1,1,6.5643,0,23,40
14,1,3,1,3.134,0,23,40
14,1,1,1,3.3852,1,23,40
14,1,2,1,2.5334,1,23,40
14,1,3,1,2.1151,0,23,40
14,0,3,1,5.3293,0,23,40
14,0,1,1,3.2305,1,23,40
14,0,2,1,2.174,NaN,23,40
14,0,3,1,1.4735,0,23,40
14,0,1,1,2.7992,1,23,40
14,0,2,1,3.1334,1,23,40
14,0,3,1,1.622,0,23,40
14,0,1,1,12.489,0,23,40
14,0,2,1,3.2145,0,23,40
14,0,3,1,3.8832,0,23,40
14,0,1,1,2.7658,0,23,40
14,0,2,1,1.9726,0,23,40
14,0,3,1,1.831,0,23,40
14,0,1,1,4.5629,1,23,40
14,0,2,1,9.2758,0,23,40
14,1,2,1,2.2371,0,23,40
14,1,3,1,5.5528,0,23,40
14,0,1,1,3.1563,0,23,40
14,0,2,1,3.0084,0,23,40
14,0,3,1,3.2114,0,23,40
14,1,2,1,6.1893,0,23,40
14,1,1,1,4.5363,0,23,40
14,1,2,1,3.5824,1,23,40
14,1,3,1,1.1874,0,23,40
14,1,1,1,3.8013,0,23,40
14,1,2,1,3.0119,0,23,40
14,1,3,1,5.3181,1,23,40
14,0,1,1,17.686,0,23,40
14,0,2,1,2.7873,1,23,40
14,0,3,1,1.475,0,23,40
14,1,1,1,7.1819,1,23,40
14,1,2,1,3.5882,1,23,40
14,1,3,1,3.169,0,23,40
14,0,1,1,3.3691,0,23,40
14,0,2,1,3.151,0,23,40
14,0,3,1,2.44,0,23,40
14,1,1,1,8.9183,NaN,23,40
14,1,2,1,4.4152,0,23,40
14,1,1,1,3.4034,0,23,40
14,1,2,1,1.453,0,23,40
14,1,3,1,1.7115,0,23,40
14,0,1,1,6.1432,1,23,40
14,0,2,1,3.9492,1,23,40
14,0,3,1,4.2655,0,23,40
14,1,1,1,4.5241,1,23,40
14,1,2,1,2.4543,0,23,40
14,1,3,1,2.6513,0,23,40
14,1,1,1,2.9795,1,23,40
14,1,2,1,3.0921,0,23,40
14,1,3,1,2.2254,0,23,40
14,0,1,1,6.6732,0,23,40
14,0,2,1,2.6969,0,23,40
14,0,3,1,4.3784,0,23,40
14,0,1,1,3.2633,0,23,40
14,0,2,1,5.5596,1,23,40
14,0,3,1,4.3122,1,23,40
14,1,1,1,14.037,NaN,23,40
14,1,2,1,3.5598,0,23,40
14,1,3,1,1.6487,0,23,40
14,0,2,1,3.3843,1,23,40
14,0,3,1,5.2492,0,23,40
14,0,1,1,3.2901,NaN,23,40
14,0,2,1,3.6154,0,23,40
14,0,3,1,2.7665,1,23,40
14,0,1,1,4.5952,1,23,40
14,0,2,1,14.513,1,23,40
14,0,3,1,6.0862,1,23,40
14,0,1,1,4.3433,NaN,23,40
14,0,2,1,9.351,0,23,40
14,0,3,1,2.9153,0,23,40
14,0,1,1,4.9316,0,23,40
14,0,2,1,2.1823,0,23,40
14,0,3,1,1.1982,0,23,40
14,1,1,1,3.2094,NaN,23,40
14,1,2,1,3.7583,0,23,40
14,1,3,1,1.7275,1,23,40
14,0,2,1,5.1973,0,23,40
14,1,2,1,9.0304,0,23,40
14,1,3,1,2.854,0,23,40
14,1,2,1,2.0326,0,23,40
14,1,3,1,1.5623,1,23,40
14,0,1,1,6.6724,0,23,40
14,0,2,1,9.6842,1,23,40
14,0,3,1,2.3155,0,23,40
14,0,1,1,5.3792,0,23,40
14,0,2,1,3.7665,0,23,40
14,0,3,1,1.217,0,23,40
14,0,1,1,15.901,0,23,40
14,0,2,1,16.891,0,23,40
14,0,3,1,3.3049,0,23,40
14,1,1,1,11.571,0,23,40
14,1,2,1,2.6824,0,23,40
14,1,3,1,3.758,0,23,40
14,0,1,1,20.132,0,23,40
14,0,2,1,4.8362,0,23,40
14,0,1,1,2.8363,NaN,23,40
14,0,2,1,4.48,0,23,40
14,0,3,1,1.8013,0,23,40
14,0,1,1,2.9403,0,23,40
14,0,2,1,4.231,0,23,40
14,0,3,1,2.0712,0,23,40
14,0,1,1,20.578,0,23,40
14,0,3,1,9.7681,0,23,40
14,1,1,1,7.0652,0,23,40
14,1,2,1,2.8433,0,23,40
14,1,3,1,2.3079,0,23,40
14,1,1,1,2.7078,0,23,40
14,1,2,1,5.8712,0,23,40
14,1,3,1,4.9382,0,23,40
14,1,1,1,13.989,0,23,40
14,1,3,1,1.9044,0,23,40
14,0,1,1,19.41,0,23,40
14,0,2,1,7.925,0,23,40
14,0,3,1,3.2765,0,23,40
14,0,1,1,7.4461,0,23,40
14,0,2,1,11.165,0,23,40
14,0,3,1,4.2186,0,23,40
14,1,3,1,4.8889,0,23,40
14,0,1,1,4.1948,0,23,40
14,0,2,1,4.4862,0,23,40
14,0,3,1,2.8477,0,23,40
14,0,1,1,6.3621,0,23,40
14,0,2,1,4.1951,0,23,40
14,0,3,1,3.6966,0,23,40
14,0,2,1,11.643,NaN,23,40
14,0,3,1,11.805,NaN,23,40
14,1,1,1,3.8571,0,23,40
14,1,2,1,2.5439,0,23,40
14,1,3,1,1.9763,0,23,40
15,0,2,1,3.9293,0,18,26
15,0,3,1,1.8199,0,18,26
15,1,1,1,3.621,0,18,26
15,1,2,1,2.7664,0,18,26
15,1,3,1,2.4122,0,18,26
15,1,1,1,3.242,0,18,26
15,1,2,1,2.3782,0,18,26
15,1,3,1,1.7048,0,18,26
15,1,1,1,1.9274,0,18,26
15,1,2,1,1.6308,0,18,26
15,1,3,1,1.8134,0,18,26
15,1,2,1,4.3254,0,18,26
15,1,3,1,2.3704,0,18,26
15,1,1,1,2.2774,0,18,26
15,1,2,1,1.8393,0,18,26
15,1,3,1,1.9455,0,18,26
15,1,1,1,10.545,0,18,26
15,1,2,1,2.4807,0,18,26
15,1,3,1,2.1765,1,18,26
15,1,1,1,2.6882,0,18,26
15,1,2,1,2.5533,0,18,26
15,1,3,1,2.0515,0,18,26
15,1,1,1,1.7404,0,18,26
15,1,2,1,1.7689,0,18,26
15,1,3,1,2.0074,0,18,26
15,1,1,1,1.9954,0,18,26
15,1,2,1,2.6442,1,18,26
15,1,3,1,1.9659,0,18,26
15,0,1,1,2.5897,0,18,26
15,0,2,1,1.948,0,18,26
15,0,3,1,2.0365,0,18,26
15,1,1,1,2.2975,NaN,18,26
15,1,2,1,2.1389,0,18,26
15,1,3,1,1.8378,0,18,26
15,1,1,1,2.3673,0,18,26
15,1,2,1,1.9835,0,18,26
15,1,3,1,2.1553,0,18,26
15,0,1,1,4.2485,0,18,26
15,0,2,1,2.9965,0,18,26
15,0,3,1,1.7271,0,18,26
15,0,1,1,2.0994,1,18,26
15,0,2,1,2.0459,0,18,26
15,0,3,1,1.475,0,18,26
15,0,1,1,3.1117,NaN,18,26
15,0,2,1,1.8067,0,18,26
15,0,3,1,1.6334,0,18,26
15,1,1,1,3.4677,NaN,18,26
15,1,2,1,4.2753,1,18,26
15,1,3,1,2.6513,1,18,26
15,0,1,1,1.978,0,18,26
15,0,2,1,1.7778,0,18,26
15,0,3,1,1.8124,0,18,26
15,1,1,1,2.9004,0,18,26
15,1,2,1,1.915,0,18,26
15,1,3,1,1.6023,0,18,26
15,1,1,1,2.7273,0,18,26
15,1,2,1,1.9385,0,18,26
15,1,3,1,1.9924,0,18,26
15,1,1,1,2.2893,0,18,26
15,1,2,1,1.8945,0,18,26
15,1,3,1,2.3104,0,18,26
15,1,1,1,1.8602,1,18,26
15,1,2,1,2.56,0,18,26
15,1,3,1,2.0133,0,18,26
15,1,1,1,1.9952,1,18,26
15,1,2,1,2.2011,0,18,26
15,1,3,1,1.8063,0,18,26
15,1,1,1,6.6813,1,18,26
15,1,2,1,12.367,0,18,26
15,1,3,1,6.5373,0,18,26
15,0,1,1,2.7363,0,18,26
15,0,2,1,3.1124,0,18,26
15,0,3,1,2.7124,0,18,26
15,1,1,1,3.7692,NaN,18,26
15,1,2,1,3.0804,0,18,26
15,1,3,1,2.8045,0,18,26
15,1,1,1,1.9014,NaN,18,26
15,1,2,1,1.9161,0,18,26
15,1,3,1,1.8567,0,18,26
15,0,1,1,2.2771,NaN,18,26
15,0,2,1,1.8994,0,18,26
15,0,3,1,1.3444,0,18,26
15,0,2,1,2.922,0,18,26
15,0,3,1,1.8679,0,18,26
15,0,1,1,1.9454,1,18,26
15,0,2,1,1.9844,1,18,26
15,0,3,1,1.4544,1,18,26
15,0,1,1,2.6293,0,18,26
15,0,2,1,2.8235,0,18,26
15,0,3,1,2.363,0,18,26
15,0,1,1,2.4903,0,18,26
15,0,2,1,4.3183,0,18,26
15,0,3,1,1.5165,0,18,26
15,0,1,1,2.6385,0,18,26
15,0,2,1,2.726,0,18,26
15,0,3,1,2.1259,0,18,26
15,0,1,1,9.6203,1,18,26
15,0,2,1,2.6244,1,18,26
15,0,3,1,1.695,0,18,26
15,1,1,1,3.2054,0,18,26
15,1,2,1,2.4062,0,18,26
15,1,3,1,2.8604,0,18,26
15,1,1,1,3.6034,1,18,26
15,1,2,1,3.4728,0,18,26
15,1,3,1,2.8273,0,18,26
15,0,1,1,3.0024,0,18,26
15,0,2,1,2.4043,0,18,26
15,0,3,1,1.96,1,18,26
15,1,1,1,6.6432,NaN,18,26
15,1,2,1,2.1383,1,18,26
15,1,3,1,2.5204,0,18,26
15,1,1,1,3.7984,0,18,26
15,1,2,1,2.9113,0,18,26
15,1,3,1,3.3423,0,18,26
15,1,1,1,1.9323,0,18,26
15,1,2,1,2.0319,1,18,26
15,1,3,1,2.045,0,18,26
15,0,1,1,6.3091,0,18,26
15,0,2,1,1.801,0,18,26
15,1,1,1,3.4722,0,18,26
15,1,2,1,2.9331,0,18,26
15,1,3,1,1.5566,0,18,26
15,0,1,1,1.9583,1,18,26
15,0,2,1,2.5741,0,18,26
15,0,3,1,2.0162,0,18,26
15,1,1,1,4.2013,0,18,26
15,1,2,1,2.6411,0,18,26
15,1,3,1,1.321,0,18,26
15,1,1,1,3.4213,0,18,26
15,1,2,1,3.0371,0,18,26
15,1,3,1,2.6184,0,18,26
15,0,1,1,6.0283,1,18,26
15,0,2,1,2.4769,1,18,26
15,0,3,1,1.6945,0,18,26
15,0,1,1,4.5454,0,18,26
15,0,2,1,2.599,0,18,26
15,0,3,1,1.7041,0,18,26
15,1,1,1,3.3294,0,18,26
15,1,2,1,5.4753,0,18,26
15,1,3,1,3.2483,0,18,26
15,1,1,1,3.4993,0,18,26
15,1,2,1,3.2592,0,18,26
15,1,3,1,2.3619,0,18,26
15,0,2,1,2.7593,0,18,26
15,0,3,1,1.8854,0,18,26
15,0,1,1,5.3532,1,18,26
15,0,2,1,5.5759,1,18,26
15,0,3,1,2.1393,0,18,26
15,1,1,1,3.3915,0,18,26
15,1,2,1,4.4982,1,18,26
15,1,3,1,7.7629,0,18,26
15,0,2,1,3.1123,0,18,26
15,0,3,1,7.3412,0,18,26
15,0,2,1,7.5109,0,18,26
15,0,3,1,1.479,0,18,26
15,0,2,1,15.278,1,18,26
15,0,3,1,1.7047,1,18,26
15,0,1,1,3.2514,0,18,26
15,0,2,1,2.6071,0,18,26
15,0,3,1,2.2114,0,18,26
